   0   0   0
 129   0  34
 131   0  34
 133   0  34
 134   0  34
 136   0  34
 137   0  33
 139   0  33
 141   0  33
 142   0  33
 144   0  32
 145   0  32
 147   0  32
 149   0  31
 150   0  31
 152   0  31
 153   0  30
 155   0  30
 156   0  29
 158   0  29
 160   0  28
 161   0  28
 163   0  28
 164   0  27
 166   0  27
 168   0  26
 171   0  26
 174   0  25
 178   0  25
 181   0  25
 184   0  24
 188   0  24
 191   0  23
 194   0  23
 198   0  22
 201   0  22
 204   0  21
 208   0  21
 211   0  20
 214   0  19
 218   0  19
 221   0  18
 224   0  17
 228   0  16
 231   0  16
 235   0  15
 238   0  14
 241   0  13
 245   0  12
 248   0  11
 251   0  10
 255   0   9
 255   3  11
 255   6  13
 254  10  15
 255  13  18
 255  16  20
 255  20  22
 254  23  24
 255  27  26
 254  31  30
 255  35  33
 254  40  37
 255  44  40
 255  48  43
 255  52  47
 255  57  50
 255  61  53
 255  65  57
 255  69  60
 255  73  63
 255  77  67
 255  81  70
 255  85  73
 255  89  77
 255  93  80
 255  97  84
 255 101  87
 255 105  90
 255 109  94
 255 112  97
 254 116 100
 255 120 104
 254 123 107
 255 127 110
 254 131 114
 255 134 117
 255 138 120
 255 141 124
 254 145 127
 255 148 130
 255 152 134
 255 155 137
 255 159 141
 255 162 144
 255 165 147
 255 168 151
 255 172 154
 255 175 157
 255 178 161
 254 181 164
 255 184 167
 254 187 171
 255 190 174
 254 194 177
 255 197 181
 254 199 184
 255 202 187
 254 205 191
 255 208 194
 254 211 198
 255 214 201
 254 217 204
 255 219 208
 255 222 211
 255 225 214
 255 227 218
 255 230 221
 255 233 224
 255 235 228
 255 238 231
 255 240 234
 255 243 238
 255 245 241
 255 248 244
 254 250 248
 255 252 251
 255 255 255
 255 255 255
 251 252 255
 247 250 255
 243 247 255
 239 245 255
 236 242 255
 232 240 255
 228 237 255
 224 235 255
 220 232 255
 217 229 255
 213 226 255
 209 223 255
 205 220 255
 201 218 255
 197 214 255
 194 211 255
 190 208 255
 186 205 255
 182 202 255
 178 199 255
 175 195 255
 171 192 255
 167 189 255
 163 185 254
 159 182 254
 156 178 255
 152 174 254
 148 171 254
 144 167 254
 140 163 254
 137 159 254
 133 156 254
 129 152 254
 125 148 254
 121 144 254
 118 140 255
 114 135 255
 110 131 254
 106 127 255
 102 123 255
  99 118 255
  95 114 255
  91 110 255
  87 105 255
  83 101 255
  80  96 255
  76  92 255
  72  87 255
  68  82 255
  64  77 255
  61  73 255
  57  68 255
  53  63 255
  49  58 255
  45  53 255
  42  48 255
  38  43 255
  34  37 255
  30  32 255
  26  27 255
  23  22 255
  21  19 255
  19  15 255
  17  11 255
  15   7 255
  13   3 255
  11   0 255
  12   0 251
  13   0 247
  15   0 243
  16   0 239
  17   0 236
  19   0 232
  20   0 228
  21   0 224
  22   0 220
  23   0 217
  24   0 213
  25   0 209
  26   0 205
  27   0 201
  28   0 198
  28   0 194
  29   0 190
  30   0 186
  30   0 182
  31   0 179
  31   0 175
  32   0 171
  32   0 167
  32   0 163
  33   0 160
  33   0 156
  33   0 152
  33   0 148
  33   0 144
  33   0 141
  33   0 137
  33   0 133
  33   0 129
  33   0 125
  33   0 122
  33   0 120
  33   0 118
  34   0 116
  34   0 115
  34   0 113
  34   0 111
  34   0 109
  35   0 107
  35   0 106
  35   0 104
  35   0 102
  35   0 100
  35   0  98
  35   0  97
  35   0  95
  35   0  93
  35   0  91
  35   0  89
  35   0  88
  34   0  86
  34   0  84
  34   0  82
  34   0  80
  34   0  79
 255 255 255
